donor,recipient,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
CAN,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,8178334.24,2612361.24,25053072.3,7436406.82,26211404.92,11857644.78,5931992.11,4225213.92,65856178.72,3278167.64,34399062.57,22687994.72,28364390.38,23843528.01,13314983.77,53974839.11,11894170.33,20630300.32,62772191.43,23744473.37,9045749.89,24401269.62,74425087.67,19378415.41,22530643.73,25684253.99,8795023.05,25527759.33,12338117.9,21802710.17,18118369.68,3062172.91,4113566.98,3366563.76,5934301.76,19373249.66,16800736.22,,
CAN,PHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,23632354.01,,102768,312740.61,451337.72,227978.17,1553387.47,1312524.13,4395019.71,12937042.31,8984394.54,7144936.04,61721502.27,58070545.44,34343349.02,139797769.78,5338152.86,13668958.05,19282699.69,27777647.02,18027485.43,22834594.96,10771023.48,37777260.51,29440238.89,31283106.44,16036219.03,10352379.29,29478194.06,15999651.48,16519736.35,34783938.56,29947452.76,4805573.33,1121350.68,8353383,,
CAN,POL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3361337.95,,,38005908.65,4010009.87,6765168.91,1901097.98,1162116.96,196363729.13,193206147.85,187233903.26,176268396.88,109570080.99,82388225.34,62223294.63,,,,,,,
CAN,ROU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100658.13,107838.13,3322724.87,1601169.94,1036710.26,1921552.36,2455603.5,7587894.37,,3284477.25,12239663.89,1549605.01,335609.59,216857.33,,,,,,,
CAN,RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123589.82,34701097.88,19752485.82,21578117.69,21373434.03,4204954.69,30912656.18,12162441.52,38397307.7,20598053.57,29477242.2,17200747.15,15644013.43,,,,,,,
CAN,RQA,,,,,,,,,,,,,,,,,,,,,,,,,,,,3529282.73,46886.6,13317020.27,133649.83,34163757.72,6554372.53,3655638.51,25913937.97,12859310.59,725808.29,17138962.98,37338875.49,11135695.55,98492094.12,14231547.02,38614117.66,22462812.7,7449061.25,4560785.19,8027916.32,11482569.72,38241957.02,27025173.21,36275173.23,13140769.64,16200247.42,18472971.29,15404859.61,4403404.6,1796697.62,4117844.87,23051527.31,206880.43,804840.94,6038500.68,14323391.79,,
CAN,WSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237419.22,,223492.68,,,,3791.43,,29293.21,,,,,,18414.37,29802.08,33110.85,25260.77,178382.76,35106.2,2820.23,2528.66,,,,739824.73,,
CAN,STP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118709.61,53727.91,111746.34,,,32598.44,2527.62,,163561.24,,265680.86,165124.68,747989.52,134738.2,135316.88,110829.61,180933.62,,214320.65,102570.35,154108.55,48938.2,46050.9,44627.6,3431.62,2133628.4,,
CAN,SAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8535.47,,,,4651.14,,,,,
CAN,SEN,,,,,,,,,,,,,,,,,,,,,,,,,,,10717125.13,11394047.11,33317616.65,52574397.05,18291315.93,20387927.64,170983.63,1739793.97,35969144.2,13128182.4,35054578.64,41330017.64,21020335.64,50235626.48,62566837.92,80904956.88,22301266.22,36046037.17,7290950.69,26131419.46,17919470.55,41615701.95,12752892.25,28321036.98,60331375.65,25409976.83,24725937.62,25441492.32,14229265.46,53843243.17,13693628.98,8446628.51,7367679.13,8797737.7,57351198.6,124655189.1,97040385.65,,
CAN,SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1732077.02,743166.89,427614.14,3113945.8,60164964.7,44389402.63,35275612.86,4367686.4,15753844.82,8871321.01,706398.63,43533094.1,542760.89,127827.87,767800.17,,
CAN,SYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142733.34,136322.83,250743.18,113989.09,,93484.62,,,390950.32,230262.49,223492.68,,306710.85,161688.28,16429.54,698469.1,,154097.05,177120.57,57735.9,56817.04,35245.27,48082.6,49208.35,37602.26,25260.77,73503.11,51574.99,1710.57,1655.83,111.78,95.17,,1074066.61,,
CAN,SLE,,,,,,,,,,,,,,,,,,,,,,,,,,,2590602.95,,,71366.67,2023458.45,,56994.54,,24306,575661.41,,1611285.12,76754.16,344178.73,200833.91,,310337.17,423891.13,731578.25,293820.2,770485.24,236160.76,400744.89,917577.03,8197629.42,1114672.77,3496940.34,6803561.73,6524646.4,4960420.48,1086325.07,3141899.5,1095043.92,885443.93,2712734.44,683001,8113680.99,,
CAN,SGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4142366.59,,98241.61,1495753.57,667939.42,38377.08,858211.88,619594,,365102.56,151657.35,,730573.54,157656.26,886783.67,1295996.61,1203794.01,275391.41,397087.4,1300536.94,42815.22,369338.68,887275.38,171.34,,,,,,,,
CAN,SVK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14169.62,2171549.72,1754510.27,656848.47,766795.69,,4122093.62,1006909.88,1261737.41,341656.6,53725.96,,,,,,,
CAN,SVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96996.31,,5288.47,,16624.44,15991338.97,26313.3,1362.88,,4884175.16,,,,,,,
CAN,SLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197849.35,,186243.9,37779.57,,,90994.41,,,,,,,13653.47,,,,,6643.67,2406.51,9728.24,2591.07,,374871.85,,690341.81,,
CAN,SOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4351076.31,,,,56994.54,,140226.94,,120968.05,316558.97,307016.65,1150832.34,828974.03,,556694.03,693247.22,2208803.58,23268769.44,9168774.33,2676171.42,1889147.54,170451.12,450250.16,394674.23,55359.39,951497.97,512372.62,211879.12,1444735.63,2475003.8,188658.56,12849582.19,9916788.61,21839966.25,19586503.07,,
CAN,ZAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739665.83,4586227.87,38365450.66,36546410.43,10678156.34,19688073.35,14963523.53,12782531.27,21721641.46,9319226.37,6585726.86,17255105.61,12850193.94,17823708.46,17985137.91,25969488.21,13392673.07,,
CAN,"South America, regional",,,,,,,,,,,,,,,,,,,,,,,,,,,1777552.18,,,,,,,,,,,580885.7,,,71217.7,3507692.5,,3459051.34,2281993.07,3181568.99,6321425.89,13488507.42,28375087.88,47836349.63,17345470.83,7354692.15,13177437.88,9011217.95,14598620.03,19392094.49,12022066.83,5872692.3,1282157.95,2027238.1,2591712.27,18852413.27,25781709.02,,
CAN,"South Asia, regional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1444156.18,,,2357020.15,,
CAN,"South & Central Asia, regional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637556.08,,,,,160384.34,,,,,1629509.28,17856646.01,36042214.87,9155460.84,3007417.6,4754797.72,14240625.27,11382808.23,6082695.16,40603230.94,3532456.68,1984604.73,890624.38,2750881.06,1845545.32,2737861.52,,
CAN,"South of Sahara, regional",,,,,,,,,,,,,,,,,,,,,,,,,,,8385582.49,2629661.65,22849402.18,699393.35,24008855.7,34284114.46,42882694.69,4763721.57,63778950.36,14700048.26,118761198.41,17870902.7,56160993.4,97523619.93,153971243.93,85840607.86,145190856.15,99658169.4,68260931.01,40472319.84,77498799.6,123011201.57,54355388.77,32487649.89,10669538.73,23340838.54,4946968.51,8831614.73,11931503.72,48207302.18,58019853.41,21531512.81,4475211.59,19658966.71,5465667.35,20771526.75,224517064.03,,
CAN,LKA,,,,,,,,,,,,,,,,,,,,,,,,,,,38639839.39,14532340.68,56513979.67,50313500.99,9379545.17,54812458.26,16375672.3,159066876.88,59106588.81,17633508.48,48522899.54,128508240.52,28382598.01,94003380.8,24976910.69,35431739.04,28459804.46,15420986.7,38379375.8,10325156.97,3591419.09,8205816.66,5485848.21,22840415.2,6297121.26,10980802.18,3080596.85,8602872.07,7866730.06,11284534.28,13860568.76,12885318.96,26103611.95,48478287.38,18285563.09,16448201.14,20125205.97,,
CAN,KNA,,,,,,,,,,,,,,,,,,,,,,,,,,,199277.15,235285.52,318828.87,7350766.82,120284.85,90267.55,113989.09,,850710.09,361942.8,,4520462.03,307016.65,372487.8,2227689.67,14562631.16,,252762.25,,545204.13,61638.82,119261.18,45034,,25611.49,37821.07,83665.28,31705.96,41048.75,110785.14,28923.04,1710.57,1655.83,,,358604.36,970639.8,,
CAN,LCA,,,,,,,,,,,,,,,,,,,,,,,,,,,199277.15,6280047.23,2810070.12,2286588.05,2662304.65,616828.21,113989.09,517795.82,833882.85,4688021.02,326940.68,5994044.01,8673220.41,441025.55,1901512.59,31652559.74,,3801544.18,,3256686,539853.24,1298884.2,2644477.47,,65583.82,251306,337742.17,977797.2,249450.1,1311030.57,242211.61,106775.34,13643.8,67196.84,110856.68,,1834855.38,,
CAN,Sts Ex-Yugo. Unspec.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97313.46,,,,16289885.38,10807843.08,17806531.06,,,,27380961.28,5504742.81,845425.83,,,,,,,,,
CAN,VCT,,,,,,,,,,,,,,,,,,,,,,,,,,,6771437.56,173004.06,5179406.21,670846.69,66824.92,142923.61,102590.18,517795.82,373938.5,67217.95,,15099862.65,635001,7181564.75,7086161.19,2044739,976649.34,417057.71,,545204.13,1172867,177120.57,,,26801.67,10430.68,41383.78,50863.63,45258.88,189762.7,23690.45,,127662.4,45287.16,58731.89,,1177379.47,,
CAN,SDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31257.73,71366.67,2913566.32,162983.06,1459060.32,26063770.55,26972183.92,5294706.09,12704914.44,16408902.02,44385517.08,51212772.23,20833544.65,18753004.77,13293416.77,11137654.94,25731858.22,15623831.13,11125806.83,13624242.01,7192969.46,4901708.4,3820277.16,12480557.48,6258326.69,5261400.64,7281416.97,6539453.12,8429084.19,20698944.09,14116389.37,75225575.68,71817313.29,83517829,132403365.47,,
CAN,SUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22797.82,,93484.62,,,,,,,,,,,242312.95,,,115471.8,170451.12,269476.4,225528.13,20791.64,994698.53,210506.42,282327.46,201610.5,303037.52,,78286.53,71404.16,68632.41,168273.45,,
CAN,SWZ,,,,,,,,,,,,,,,,,,,,,,,,,,,597831.45,1768101.45,706424.75,3568333.41,3132752.04,1328938.83,581344.34,,8308913.44,8672838.88,14494914.61,2125228.1,13140312.7,724116.28,5476641.16,8143513.86,,1776918.58,,483629.98,30819.41,200736.65,173207.7,211359.39,419361.42,244111.65,24637.42,605061.17,172615.26,245874.19,220419.76,363410.57,111599.63,514.85,331.9,313306.96,2079377.75,,
CAN,SYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1637360.28,,,,697297.16,1465697.31,486713.31,577644.4,,,54520.41,740506.67,822558.57,,13854.26,526646.72,304000.64,143051.11,728843.19,,645522.19,6568801.83,,11820.59,2302544.92,15619.66,127742.08,555039.44,,
CAN,TJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3616576.83,374992.47,11228.18,95849.46,4211525.36,663068.49,394699.53,722466.35,1869937.43,22293089.5,6406761.34,6753824.76,2332238.46,670323.35,1040902.72,,
CAN,TZA,,,,,,,,,,,,,,,,,,,,,,,,,,,164072848.71,93574433.68,28353888.79,32723044.65,145106294.91,310362380.93,92529501.82,,7282154.04,134339378.77,45938433.55,30574546.93,63504151.67,130557980.42,82079724.37,13682848.14,5569652.56,41937064.45,67944504.88,33253817.17,3522071.83,13524649.47,35642923.5,15571465.73,9855375.28,12533625.36,11317616.3,11529603.21,11996129.2,7523209.15,31312136.7,67868337.57,41282450.39,25378006.06,65331942.44,46485403.53,165972313.74,,
CAN,THA,,,,,,,,,,,,,,,,,,,,,,,,,,,59783.15,,,142733.34,328778.59,43827399.73,227978.17,4142366.59,8479055.46,28026437.42,45003383.24,57623619.42,50559124.58,47033596.22,51805270.77,44785585.74,50023075.8,66594537.19,9723965.29,7063465.99,15058683.1,3251494.46,7321315.21,15745595.18,2753503.18,3658077.52,62065708.11,4513761.63,6184120.7,4817168.86,6076124.65,1988488.38,11372715.34,715091.01,1365043.26,2299907.32,637616.13,,
CAN,TLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2255.28,,2702296.8,8732858.72,2836682.69,2620936.55,19402412.38,1475209.99,4543381.64,191898.69,886952.24,1476617.03,,
CAN,TGO,,,,,,,,,,,,,,,,,,,,,,,,,,,43840.97,6747158.17,,142733.34,34882605.99,1592219.17,129947.56,178121.76,,,143853.89,29515957.93,3689168.89,712196.67,3889910.79,,534614.46,805047.75,,1817347.1,917626.3,787460.36,315844.24,428120.94,654580.64,568330.89,531461.25,543471.38,252607.7,657698.61,223787.66,500177.99,118559.58,380002.8,66941.4,85790.52,3250517.06,,
CAN,TON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237419.22,,223492.68,,,,,,,,,,,,23105.36,83776.11,97278.43,66309.52,97931.96,52924.77,,,6730.03,6.93,,95705.52,,
CAN,TTO,,,,,,,,,,,,,,,,,,,,,,,,,,,9214575.42,2162550.69,31298367.17,893510.69,,15044.59,2279.78,,,301619,,481169.63,307016.65,402286.82,404516.54,7224744.47,782362.63,,600266.06,890500.08,9760544.26,1898221.25,379238.26,592165.37,517709.09,476890.5,416431.19,2514221.64,1105158.69,1818853.5,585466.01,365423.44,355369.1,1030478.6,345622.44,549059.31,904198.07,,
CAN,TUN,,,,,,,,,,,,,,,,,,,,,,,,,,,119167735.72,27320800.48,173452281.3,40256510.13,6925734.27,125371.58,4260912.09,,373938.5,36768217.78,3604520.88,9452741.94,2517536.55,8468882.57,53121180.19,15156750.53,6894527.62,12909864.58,604958.94,2672711.8,8490537.11,6306396.88,25924232.4,1251549.87,629665.3,1354037.05,9645944.7,5682582.18,6112580.1,1100208.74,910282.33,566627.42,711601.59,408931.98,1654791.46,103414.33,7503926.39,,
CAN,TUR,,,,,,,,,,,,,,,,,,,,,,,,,,,19919743.92,16781393.41,,,,,26901424.63,49760178.6,13430001.18,,382520.59,373539.58,38377.08,1334996.27,62671.58,,375534.06,716794.55,2940381.83,242312.95,3157068.94,3529561.95,184189198.99,169314.78,497880.12,673990.81,649771.87,998689.72,1410392.99,2101733.82,,265719.56,355563.43,,59533.22,42895.26,144574.93,,
CAN,TKM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451056.26,,,,211073.26,,,,,,,,,
CAN,TCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22797.82,,46742.31,,,158279.48,153508.33,148995.12,,,,,,,,64514.4,15848.5,,,,,86837.49,272605.81,259208.39,,482593.61,,,,,,,
CAN,TUV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118709.61,,111746.34,,,,,,,,,,,14619.09,38903.6,38734.95,35548.13,16840.51,6338.61,31.25,,,,,,468404.92,,
CAN,UGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,86502.03,,,,6165774.7,227978.17,3106774.94,29915.08,,9129818.21,9762678.49,1878206.6,2351506.54,28384221.87,6190161.07,6537594.23,19069664.07,613768.98,3011949.93,4373910.08,2386404.51,2235852.77,7960917.41,2364138.95,6780222.37,2672229.59,9813334.95,18808106.32,3677178.29,2864881.67,4506062.53,9047940.44,17902557.49,6949403.69,15177524.49,19559465.43,,
CAN,UKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7491060.85,29576774.16,11692428.05,42177104.13,52651196.59,24183444.63,2468016.96,30253165.92,5967757.35,12549017.23,24248548.38,16698018.42,17281706.77,21984698.9,19579021.38,32355893.2,40412147.23,,
CAN,URY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453290.27,313863.04,690098.54,76754.16,812023.4,602501.74,2772666.09,1139641.56,1377554.24,6129097.05,1461147.06,995047.45,2248168.98,1713481.44,3004718.06,2585446.45,1150756.15,2096972.7,936523.06,496816.19,1918008.82,683362.73,400914.84,535038.81,938379.16,521937.65,568400.95,1174285.71,,
CAN,UZB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22456.37,633734.04,165136.13,2015813.38,,214394.57,736886.39,31261.12,,,,,,,
CAN,VUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237419.22,83870.81,223492.68,37779.57,,,350075.71,,,,,,,18964.4,11468.11,,,,3847.1,1765.1,1710.57,1655.83,21451.04,36197.85,,1528352.33,,
CAN,VEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160288.95,134045.67,,,767324.87,,,312945.05,127644.93,,720881.02,3279245.37,2539682.31,1331885.25,1749369.42,1200719.49,1395537.62,1186441.01,1879442.65,1004115.61,2005433.35,816522.54,307726.69,1068581.6,114281.01,381217.9,564512.33,411638.93,,
CAN,VNM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818952.58,15398072.31,114938.85,45133.77,,,,,,,83870.81,,,,,352603.33,56275.25,2160219.92,13863973.52,15413392.41,93352310.27,28233080.78,19558815.3,6062819.67,12380341.81,45508359.98,36871883.02,23863972.4,30140145.31,57335124.64,65797303.08,16639536.09,20951686.08,19705704.96,13460376.88,,
CAN,VGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22797.82,,93484.62,,,158279.48,153508.33,148995.12,,,,,,121156.47,,41328.13,,,,41158.88,51402.78,57334.75,48788.41,52388.22,2244.51,,,,,,,,
CAN,"West Indies, regional",,,,,,,,,,,,,,,,,,,,,,,,,,,1689870.24,2345934.99,2275562.89,2883213.4,5001176.71,752229.54,4561843.28,5140676.93,17719075.75,18541812.54,17000914.84,163838571.51,18613466.31,38851815.3,56801813.49,9978326.31,9902102.98,57100255.17,21573979.69,23865484.46,18335809.66,4006973.93,16759173.13,9424774.37,29504297.83,22817808.37,814597.66,34486607.64,45580954.5,22513785.65,4083569.8,7964748.42,1255226.86,304978.36,9818.07,2175642.33,5012024.53,,
CAN,YEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751827.54,498902.06,860875.92,,,,322271.86,,763285.78,616388.19,1230365.7,1121305.09,673361.47,5965803.37,267859.76,273372.32,544503.76,4322749.27,576226.43,1036848.55,1514210.73,212770.67,227705.58,178510.41,686324.13,1747905.36,,
CAN,ZMB,,,,,,,,,,,,,,,,,,,,,,,,,,,23984997.78,6248906.5,47824330.14,142733.34,50853760.84,83713116.72,12231029.08,5372649.47,51029517.24,1032398.76,24391408.69,26180418.86,27670310.16,12198459.86,86490581.27,7260601.02,9662803.02,158168502.99,9174081.07,15035404.43,34413408.42,1602350.77,22410521.31,25812847.56,11144746.9,9251229.22,4786808.64,27836520.21,15968153.72,14716388.74,12141866.89,16300264.06,52852742.7,1395230.59,28963681.38,3777085.5,19512392.63,,
CAN,ZWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13555270.57,55213512.25,16809654.56,38878453.67,33405261.49,15799826.85,12268302.92,67225642.07,8166179.81,45557117.75,30045019.07,28676989.65,9080701.8,10196552.72,3029690.24,4753485.21,5263476,12156741.93,5605793.35,16874978.34,946131.6,9057886.4,13775423.65,2212701.47,4757564.93,7848166.26,9909025.19,9916167.32,26967537.24,,
COL,AFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144272.5,,,
COL,"Africa, regional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.94,,,
COL,"America, regional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9865.4,10308.7,,,
COL,ARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19776.4,,,,
COL,BRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5043.91,,,,
COL,"Bilateral, unspecified",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33647.66,13933.98,,,
COL,BOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10992.46,9570.08,,,
COL,CHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44789.68,5232.28,,,
COL,CHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16175.04,,,,
COL,COL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11227.03,,,,
COL,CRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9048.57,190.85,,,
COL,CUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13469.88,2836.5,,,
COL,DOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4574.58,2371.53,,,
COL,ECU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1131.39,2493.61,,,
COL,SLV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1853.97,18247.17,818.89,,,
COL,GLOBAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2566.68,6887.67,,,
COL,GTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6915.68,2307.21,,,
COL,GUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6043.03,,,,
COL,HND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3900.34,,,,
COL,ISR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1811.3,,,
COL,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43793.82,13310.87,,,
COL,"N. & C. America, regional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7972.62,2464.73,,,
COL,PAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8159.53,7491,,,
COL,PRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19045.49,,,,
COL,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10332.96,4572.54,,,
COL,THA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19823.9,,,,
COL,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922.22,,,
COL,URY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7694.72,,,,
COL,VEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4156.91,,,
DNK,AFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27406663.8,,,,,,,,,,5400690.03,,3653805.47,6538422.53,7160604.44,,4975165.93,6635866.98,,3879472.33,3571988.61,,16371175.19,9938430.45,58548375.74,,2032042.38,56304994,20487436.64,13318449.35,105255207.95,38975404.49,,
DNK,"Africa, regional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25029225.96,,,,13242287.32,,,6414438.88,3668253.13,1230906.33,622911.08,,1392430.53,507222.94,2484675.28,,673264.58,3209489.66,5002633.43,9139237.33,,14655077.03,26260367.8,26339068.77,30724687.32,96578696.35,,
DNK,ALB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96457.3,8549842.45,,,,23419552.71,,110753.6,1203928.09,,64792.37,,,,,5664453.38,,
DNK,DZA,,,,,,,,,,,,,,,,,,,,,,,,,,,18187522.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DNK,"America, regional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976467.05,751822.96,,,,,,,,,,,,,,,,1641615.74,,,,,,,,8350322.63,,
DNK,AGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6144764.07,,25637456.42,7179769.83,,2727572.27,,31839151.53,,,,,,831252.78,,,40109505.39,1376210.9,,5870682.34,,,,1062544.6,,,,5556237.9,2919901.5,3702742.82,1122229.5,,
DNK,ARG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1688256.56,,,,,,,,,,,,,,,,,
DNK,ARM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729629.95,,,1296051.37,,,1473712.68,,2025722.52,,1845183.09,15027762.99,,,
DNK,"Asia, regional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1456309.09,,,15817615.08,,5455144.53,,2754086.61,,6331158.03,,,4218081.83,237130.16,8020478.48,6854052.59,895695.39,23464150.06,12191904.44,,1810799.82,328560.39,609811.45,4183823.56,327894.67,8242458.54,36593108.85,17042966.01,1850049.59,1255100.19,5790330.12,,
DNK,AZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7294.49,,
DNK,BGD,,,,,,,,,,,,,,,,,,,,,,,,,,,,28237332.71,,45562497.12,21870109.01,98924353.01,52773282.1,24718151.78,80980178.99,51473128.24,111923558.27,273803932.55,55657127.1,20249700.37,37136047.89,62952021.51,192003897.25,30835517.99,64641642.39,65595806.66,76229596.53,15516679.52,54520098.62,103116779.33,37459799.28,25745703.22,129646498.54,311628730.39,23168464.62,21408972.53,9664039.46,63727339.55,134810861.19,112500125.29,11737614.7,7230211.21,13721874.13,,
DNK,BLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1334189.72,464228.94,,
DNK,BLZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558319.59,36081.84,,,,,,,,,,,,,,,,,,
