donor,recipient,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
(IBRD),EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41864680.21,,82819335.83,24787466.69,19841072.23,,,,36146758.96,,,,,,,,,,,
(IBRD),ETH,,,,53986531.28,11568542.42,,,,,,115685424.18,,,,15424723.22,21508071.83,,164061898.95,32695389.52,,,87489778.28,176394887.3,,,55230352.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(IBRD),"Europe, regional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9722085.44
(IBRD),FJI,,,,,,,,,,,,,,,,,,,,,,,,,67649572.92,11250627.41,19329281.3,,18190335.89,42247715.04,,42418838.69,,78234902.89,,,,,16345839.33,,42155665.63,,13775712.39,24674204.17,,20932340.1,,,,,,,,,,,,,,,,,,,
(IBRD),FIN,,,114142951.86,,,181240497.89,,,92548339.35,115685424.18,,,285357379.65,,192809040.31,185414412.34,49987274.67,198968685.96,95361552.77,133533883.42,,,140604620.32,121497596.38,74529190.5,102278431.04,,,72761343.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(IBRD),FRA,1928090403.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(IBRD),GAB,,,,,,,,,,,,,269932656.43,,,,,83776288.82,,,,11665303.77,38346714.63,,,,43720993.42,20658529.46,,,,,,,,,,,,,,83768411.1,59524683.16,,,31398510.16,,48265573.2,,,13963186.62,7104859.84,,,,,,,17008316.31,27654156.32,,,75000000,,
(IBRD),GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275000000,43091283.48,
(IBRD),GHA,,,,,,,,,,,,,,,,348579095.19,,,,,,,38346714.63,,,,,,236474366.56,144346359.72,155516223.63,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
(IBRD),GLOBAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194441708.76
(IBRD),GRC,,,,,,,,,,,,,,,,,,,,,,81009053.96,,205330937.88,286650732.7,120177156.47,69033147.51,123951176.79,400187389.56,232362432.72,113397246.4,254513032.16,63478295.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(IBRD),GRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4741842.38,,,,,7313212.27,,6021930.65,5090680.35,5817104.67,,,,,,4457718.98,
(IBRD),GTM,,,,,,,,,140364981.34,,,,,,,,,,,,101580587.16,86193633.42,,,114660293.09,,,,94589746.62,144346359.72,178195672.91,203610425.72,,39701294,,,45831472.72,127075692.48,112157605.28,215529028.13,,151620824.09,,,,195368507.64,,,11650109.34,,218663502.43,204619963.54,32127501.15,29351168.28,94052009.31,268732291.67,101177272.01,,113388775.38,266917916.85,184115091.98,213965563.45,549500000,99060421.81,31110673.4
(IBRD),GIN,,,,,,,,,,,,,,,,,,,,11350380.09,,418006718.44,,,51597131.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(IBRD),GNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
(IBRD),GUY,,,,,,,,,,,,,,,10026070.1,,,,,,,32403621.58,18534245.41,,30958279.13,,27613259,53299006.02,29104537.42,,,42418838.7,,18682961.88,37718303.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(IBRD),HTI,,,,,,,,,,20052140.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(IBRD),HND,,,,,,,,,32391918.77,,,42417988.87,11568542.42,67868782.19,,,,,40869236.9,32048132.02,58239536.64,48605432.38,,33411839.01,34398087.92,62901235.09,100328174.38,,138246552.75,123222502.2,38879055.91,115944825.76,87600048.14,364317756.73,73003168.07,,111481960.67,49813671.45,17351737.14,77507554.34,7926706.36,125652616.65,,137078912.05,,,,,,,,,,,,,,,,,,,,,
(IBRD),HUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593084030.76,508302769.93,697841602.33,598922010.85,396335317.91,536117831.05,586743305.44,785919095.76,588931367.69,544240842.7,361327936.95,137118105.68,47096186.7,9985376.22,448776817.87,426291590.7,44140392.88,,,,,,,,,,1350000000,,
(IBRD),ISL,,,,,26993265.64,6941125.45,12339778.58,,,,,,,,,14833152.99,,,,120180495.08,,,,24907007.26,,,78237567.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(IBRD),IND,,,339343910.94,142678689.83,,242939390.79,150391051.44,124940258.12,77123616.12,732674353.17,1063534666.33,1179991326.68,655550737.04,694112545.11,967901382.34,148331529.87,214231177.15,,912746290.8,200300825.13,169300978.61,,258840323.77,242995192.77,343980879.25,,322154688.37,214848706.43,760356040.17,1109002519.82,790540803.46,706980644.88,761739549.06,1296130480.69,1338391414.62,2665785359.3,1789657075.29,4374961940.83,4838368442.81,3177395249.2,4392115932.11,3476389060.78,3616209537.23,1893212085.32,1791823686.2,1176397513.84,1534209891,324969910.46,1416355846.29,857315872.77,1542932121.19,764482919.31,558739150.35,1901709906.54,2502606553.99,2008764789.15,748330011.86,1830061128.58,708679846.12,1123864913.03,1858028136.59,1501649227.12,7265230000,2204995835,3811057491.65
(IBRD),IDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,568109560.28,1129619858.71,1983882285.46,1313788097.54,1221662554.36,1843409708.74,1335831774.68,2073289973.17,2372877165.13,2997378315.89,2508982472.38,2685998614.22,2086072304.9,2560866610.95,1740540045.91,3413995685,2721625643.8,2032402149.91,2215060229.81,750759157.88,2203899312.57,1598791601.1,2009524544.64,531997410.1,2376433520.92,2167768218.58,,732019982.36,46779055.48,558065833.67,722484399.78,913686752,816350694.7,876899268.64,1885688236.38,4323560000,2917309610.07,517846880.85
(IBRD),IRN,,,,,,,,,,,578427120.92,,595394316.46,323919187.72,,,,129155111.94,343982743.92,166917354.28,148984861.17,162018107.92,447378337.38,1296986841.38,470107201.64,480708625.89,646610481.66,1138284973.5,,,,,,,,,,,,,,,,,368082104.81,186995571.6,664441928.5,,,,,,,335441923.19,,,254534017.63,673620720.57,390057387.31,,,,,,
(IBRD),IRQ,,,,98718228.64,,,,,,,,,,,,,,,,153563965.93,,,,,157657902.99,65969588.02,368176786.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247651054.51,243052135.95
(IBRD),IRL,,,,,,,,,,,,,,,,,,,,,,,92671227.03,,246519630.12,76708823.28,115055245.85,103292647.32,109142015.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(IBRD),ISR,,,,,,,,,,,,,,212089944.34,192809040.31,163164682.86,,,136230789.67,,101580587.16,,,273369591.86,171990439.62,153417646.56,,144609706.25,127332351.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(IBRD),IRA,,,,,77123616.12,,77123616.12,,539865312.86,575342176.28,,578427120.92,462741696.74,,,,,,681153948.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(IBRD),JAM,,,,,,,,,,,,,,,,,,,37463467.16,210315866.39,75846838.42,,31955595.53,34626814.97,77395697.83,,42800551.46,192124324.01,54571007.67,23940371.86,145796459.65,127256516.08,151078343.89,,124835417.4,311662215.01,298276179.22,253134779.42,22632700.62,,219785949.02,64166602.9,76531735.49,91385941.37,61101629.4,83729360.42,153420989.1,66090926.94,26026840.02,99724082.01,,,,108440276.89,174002269.47,210622115.47,,,,32410671.21,10228616.22,63217098.29,131000000,198120843.61,14583128.16
(IBRD),JPN,,,,,,,310036936.81,,40875516.55,249880516.23,53986531.29,1264827304.42,416467527.06,501303504.8,925483393.47,,535577942.87,523601805.16,851442435.44,667669417.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(IBRD),JOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98977290.28,86330482.22,72396477.29,121671946.78,128316984.8,195217300.01,254151384.97,243175794.39,160610573.84,267346187.17,112249670.87,379257266.99,38077475.57,36808210.48,,193568537.65,146167900.65,173512266.78,233424379.22,86571757.02,7104859.84,293338053.94,50171701.44,181567585.54,181821577.58,152720410.58,44209995.48,17008316.31,22123325.06,57280250.84,67593666.63,385000000,,111803982.54
(IBRD),KAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312577342.28,76374784.86,350866590.9,508087065.44,335116478.81,447606170.22,440705504.83,,97592577.23,,51403144.86,40719732.68,174618714.08,,43768248.81,263663928.41,2186160000,1113666980.06,146803490.12
(IBRD),KEN,,,,,,,,,,,,,,43189225.03,64783837.54,,,,681153.95,,677203.91,,167447320.56,51636478.46,131859337.05,148815117.17,156935355.33,42969741.29,703965998.91,109139930.52,272153391.35,384597470.82,279304501.32,163475916.48,211709187.4,313636322.47,282420967.04,127075692.48,81980671.12,,,,,,,,,,,,,,,,,,,,,,,,,,
(IBRD),KOR,,,,,,,,,,,,,,,,,,,,,,32403621.58,415422741.85,242995192.77,484439738.27,373316273.29,805386720.94,247902353.58,1446131703.21,1255109201.02,1380206484.73,1606260025.16,1076591896.01,1083611789.25,1314057025.26,1048744587.33,1871658250.82,1118266093.86,1536508897.37,1079717535.12,360304834.47,328372171.52,368032612.45,168454751.91,426975241.57,209323401.04,559197997.66,761005486.52,,,4188955985.1,5752094530.44,,,,,,,,,,,,,
(IBRD),LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62797020.31,,87755587.64,51186118.7,77808126.41,53199741.01,50373456.29,43441968.94,113920125.56,,32349695.08,,,,,,,282650000,142547946.98,
(IBRD),LBN,,,,,,,,,208233763.53,,,,,,,,,,,,,,,,,33751882.24,151872924.52,,,,161996066.28,,,,,,,,,,,,,,,,250922178.44,154669223.21,92953000.06,243798796.07,74144520.94,89521234.05,,197462514.87,30261264.26,157864766.52,46834259.25,,,,102286162.21,,69700000,237745012.33,
(IBRD),LSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161956126.11,,,,,,,63943738.6,,,,,,,,,,,,,
(IBRD),LBR,,,,,,,,,,,,,,,,,,23038479.43,6811539.48,,,,23008028.78,44954110.66,26945168.87,5113921.55,27153038.02,16526823.57,106595368.31,38727072.12,20411504.35,87100015.46,57638292.54,11676851.18,,49352686.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(IBRD),LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83729360.42,,45797447.3,38668448.02,187906625.27,5166379.05,,57745691.19,193544206.2,25873380.94,36931598.84,,,,,,,,,
(IBRD),LUX,92548339.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(IBRD),MKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56048885.65,,,0,,,,,,,,,,,54847242.27,29744960.02,15561625.28,87269916.35,49734018.91,44699132.03,43824330.57,24466232.15,,6363350.44,57938362.5,84678737.45,41381679.52,71600313.54,126628710.73,80000000,11986311.04,18569183.19
(IBRD),MDG,,,,,,,,,,,,,,,,,,,,,32505787.89,22682535.11,17895133.5,,,76708823.28,,28095600.07,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
(IBRD),MWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32389914.86,55078662.54,8483767.74,,,111938191.04,,44592784.27,,35709372.08,34608988.17,0,,,,,,,,,,,,,,,,,,,,,,,,
(IBRD),MYS,,,,,,,,,,,,274560073.4,,,,,427748250.38,,306519276.76,247037684.33,67720391.44,142575934.97,129739717.84,252107512.49,291237144.43,161088528.88,289939219.54,764365590.2,231017265.79,364386542.22,372590952.45,367629935.34,175200096.29,245213874.72,309046744.83,516229100.41,213549889.11,310318841.05,404873866.57,886570367.61,103047182.66,302906574.56,383849171.12,,,607037863.02,225113040.08,95982673.98,0,,,426291590.69,564326541.85,,,,,,,,,,,,
(IBRD),MLI,,,,,,,,14653487.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(IBRD),MLT,,,,,,,,,,,,,,,,,53557794.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(IBRD),MRT,,,,,,,,,,,,,,509015866.41,,,,,,,,,,,,,,,,,,,152347909.81,,,,,,50294890.26,,,,,,,,,,,,,,,,,,,,,,,48628537.15,,,
(IBRD),MUS,,,,,,,,,,,,,,,,,49987274.67,,,,,,,,,,,76436559.02,27285503.83,12674314.51,24299409.94,85403261.9,15234790.98,35030553.53,36501584.03,44910944.68,149138089.61,,,62171835.04,45038104.31,16753682.22,51021156.99,18886427.88,22673857.65,20932340.1,28676820.39,10558094.14,57630860.04,,,17620052.42,,6867884.2,2738644.42,58182904.83,,,,33184987.59,,29177122.29,218130000,19812084.36,
(IBRD),MEX,,,262991530.98,277645018.04,,229057139.88,,470454058.35,,,,347056272.56,,192809040.31,115685424.18,1190360527.2,374904560.01,,1137527093.75,126857189.25,,923503215.15,415422741.85,891792357.45,556102421.45,1304049995.74,1242596655.15,1194063003.07,1273323512.24,1302637880.43,524867254.76,1568083070.35,1185774564.7,2155546727.34,1759376350.48,1332275771.06,1834002121.88,1464674431.56,2333682907.95,2636085805.51,3053583472.09,2203109212.01,4635272112.91,3947872667.03,3021217916.26,1832277503.77,975011893.36,3263410915.18,2326799497.58,799478498.81,740048890.71,3142692655.18,2335012814.75,1634093761.85,1301325146.81,1922450449.84,1129863777.59,722798523.43,1356152431.28,936944939.6,234756970.89,2330512917.09,5242284398,4677261641.08,925425577
(IBRD),MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123310327.69,82270863.41,37181200.03,71324115.88,100255679.91,,,,,,,,,,,,,,
(IBRD),MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17388647.58,24897811.02,22930000,88659077.51,
(IBRD),MAR,,,,,,,,,,,,,,,,111248647.4,,122173754.54,68115394.84,116842147.99,,97210864.75,340646648.32,151871995.48,200655512.9,444911175.02,358972367.04,462751060.01,67304242.79,528096438,542686822.05,376113703.08,906470063.38,340964054.38,883338333.65,409627297.65,975095549.33,451118708.32,956860287.16,700469341.4,1445362843.45,524390253.51,977055156.43,728041332.9,633101220.27,383759568.57,1204426456.48,165912907.87,505168571.01,386447027.81,111705492.94,289878281.68,497277843.81,10844027.69,147629577.67,13236610.84,91377712.33,159225788.97,555604999.36,309726550.84,204572324.42,243142685.73,132700000,959003943.5,531195304.16
(IBRD),MMR,,,,,,,,,,149619815.28,,,,,107973062.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(IBRD),NAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7671462.17,7294280.57,,,
(IBRD),"N. & C. America, regional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70412858.4,,,58400032.09,,,,,,,,,,,30461980.46,,,,27423621.14,8427738.67,,,5115499.09,,,,,,,1530748.47,,,,4100000,,5833251.26
(IBRD),NLD,1503910514.39,61698892.89,30849446.45,,,115685424.18,,,,,169671955.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(IBRD),NZL,,,,,,,,,,,,,,,,,55700106.06,226894115.57,425721217.72,,,,,,91728234.47,40911372.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(IBRD),NIC,,,,,40104280.38,,30849446.45,,69411254.51,37019335.74,,,,96404520.15,,,18566702.02,,,33383470.86,,125077979.32,,,,158020175.96,89743091.76,,18190335.89,38727072.12,113721238.53,,50782636.6,,82006892.13,39482149.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(IBRD),NER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
(IBRD),NGA,,,,,,,,,,,,215946125.14,,,,100123782.66,,781912029.03,217969263.47,,,93970502.59,106092577.15,212620793.67,499918877.84,611625017.62,501640871.89,526792501.35,238293400.15,,200875122.19,254513032.16,761231722.7,393509884.68,944174307.04,609505677.81,916629454.4,510844283.79,593479705.04,1682577095.5,,2297264906.09,509191146.8,440175617.58,800946660.06,153503827.43,,,,,,,,,,,,,,,,,,,
(IBRD),NOR,,,,,,,,192809040.31,192809040.31,192809040.31,,,154247232.25,192809040.31,,,178525980.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(IBRD),OMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,35119500.09,,,53458701.87,,,51378145.18,,37014514.85,,38122707.75,133281459.19,,48821305.07,,,,,,,,,,,,,,,,,,,,,,,,
(IBRD),PAK,,,,,,235227029.17,,107973062.57,252965460.88,,271475128.75,107973062.57,187410387.18,694112545.1,115685424.18,150556502.82,142820784.77,417485172.65,140317713.36,,384651823.4,596226637.15,284404800.19,116637692.53,,,115055245.85,144609706.25,218284030.67,264048219,323992132.57,,,,,371378965.64,284155130.87,203321107.97,1088884374.09,1187482049.19,707998999.72,638985439.89,1416687459.2,704433298.03,438901101.77,251188081.25,215076152.95,954342015.53,477158733.66,,349079665.43,,488896756.56,,,,63633504.41,28387470.78,479634519.86,459058994.99,102286162.21,168838280.98,150000000,358004364.41,
(IBRD),PAN,,,,,,,11568542.42,,45502933.51,,,,,55529003.61,,29666305.97,,,,,,,,255144952.4,134152542.9,,159696681.24,,87313612.27,42247715.04,186295476.23,76353909.64,106643536.86,81737958.24,110721471.57,113511178.86,340887061.96,,128251970.16,207239450.12,,,,,,167458720.83,86030461.18,,30984333.35,84292136.94,70514092.42,231618430.95,,50605462.55,88362891.63,,,,,66369975.18,185547098.25,170199880.01,80000000,39624168.72,53471469.91
(IBRD),PNG,,,,,,,,,,,,,,,,,,,,,,45365070.22,,27336959.19,133005939.98,51139215.52,,44622423.64,,42247715.04,,9897729.03,,53713515.41,,14805805.94,111729698.36,149949317.13,116684145.4,153357193.08,,,33333822.57,102352254.33,74794283.7,86520339.1,25665754.26,,61968666.71,,,7104859.84,35284377.34,154708128.37,26266777.37,58182904.83,,,,,,,,,
(IBRD),PRY,,,,,38561808.06,,,,,,,,,,,,,15358986.28,19072310.55,14021057.76,,,27481812.15,36449278.91,,,,101226794.38,,42247715.04,123117010.37,93321445.12,175200096.29,72396477.3,143086209.42,245282851.72,99095076.15,76245415.49,,,,,,,,72565445.7,93199666.28,137118105.68,87995506.73,28270285.93,55852746.47,,,,,13091153.59,68724184.77,,56921165.23,81856302.72,,45224539.55,164000000,183261780.34,
(IBRD),PER,,,,,,29306974.13,,51672822.8,196665221.11,,38561808.06,166587010.82,,266076475.62,77123616.12,,202091410.44,21642207.95,401880829.53,127524858.67,118510685.02,,,182246394.57,,,225508281.86,107424353.22,278312139.11,466837251.19,80998033.14,24885718.7,434191542.96,140122214.13,411251180.13,1068238898.49,322058997.49,379956320.53,44008028.97,,,,,,,1646677421.52,518763680.9,864392538.2,111543600.08,304748495.08,707235402.16,53996934.82,544211932.44,7229351.79,226959481.92,218185893.1,556793163.58,271751861.67,266758432.95,359504032.22,173886475.76,680799520.06,885000000,539879298.84,164789348.17
(IBRD),PHL,,,,,,,,,,,161959593.86,,,,327775368.52,27441333.03,107115588.57,182911563.93,34057697.42,166917354.28,81264469.73,,456965016.04,,127846226.78,150860685.78,394409382.76,968885031.89,625747554.6,866078158.33,698203045.68,1681199973.52,523061157.03,1471283248.35,737331997.51,1315989384.53,978316139.3,781769660.16,261533429.34,312931569.68,616121266.93,846060952.14,1429612818.98,1474359854.05,954068815.65,807011485.48,321610540.71,655424545.15,208214720.15,763038359.62,79310899.98,997948613.82,178098104.18,368393308.67,136175689.15,412516795.22,46961526.25,69805256.02,112254887.62,884933002.4,148059219.8,432735626.36,695360000,633114967.84,9722085.44
(IBRD),POL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1646470043.61,1678454397.92,544240842.7,1499797706.55,294803927.21,198299733.47,114766986.45,728878341.41,38366243.17,422546482.45,284402699.54,326882176.49,,,495617317.72,147972351.87,297558722.05,188206538.47,1215713428.68,1480240000,1318791395.49,972208543.79
(IBRD),PRT,,,,,,,,,,,,,,,,,89262990.48,,102173092.25,200300825.13,,,,,,,,,,211238575.2,161996066.28,370457857.92,363095851.72,312939611.55,292012672.28,199878380.17,412978729.86,184513905.49,228841750.67,,147724982.13,100522093.32,153063470.98,,,,,,,,,,,,,,,,,,,,,,
(IBRD),ROU,,,,,,,,,,,,,,,,,,,,,,,,,,,,785024119.66,582090748.46,387270721.21,768833330.58,637696541.68,863304822.26,1214392522.44,498854981.81,484890144.5,,,,,,,,,485868378.34,697744670.14,172060922.36,549295131.35,204992349.47,615981000.71,901323696.14,56838878.75,530103768.9,98463771.41,226959481.93,557974057.29,282532759.58,901651223.54,311025410.87,451205214.6,136142881.91,,422990000,,1636110314.17
(IBRD),RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1060571898.6,874643021.98,2289872364.85,2001959746.68,2323869375.3,4669568868.45,2699846741.06,83810872.56,263871340.44,416092383.53,656012251.92,612281579.44,116342093.36,345835764.9,55308312.65,61371697.33,194514148.59,,143637611.62,549297827.23
(IBRD),RQA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
(IBRD),SEN,,,,,,,,14653487.06,,,,,,,,,,,,,27088156.58,,22368916.87,,,80288568.37,2761325.9,12395117.68,25466470.24,90832587.33,63502457.98,31107148.37,17773922.81,93414809.41,62782724.54,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
(IBRD),SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153807702.12,93755819.62,601500000,,97220854.38
(IBRD),SYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15591415.98,,,,,,,6279702.03,,,,,,,,,,,,,,,,,9000000,8915437.96,
(IBRD),SLE,,,,,,,,,,,,,,,,,,26529158.13,,,,25274824.84,,22477055.33,,,,,26557890.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(IBRD),SGP,,,,,,,,,,,,,,,,,107115588.57,,46318468.49,166917354.28,176073017.75,38884345.9,201320251.82,30374399.1,,48582254.74,55226518.01,80568264.91,90951679.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(IBRD),SVK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193568537.65,,,,,,,,268266107.63,34240639.49,102768109.62,,7336253.77,1659249.38,,,,,
(IBRD),SVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114707281.57,,,94925914.21,,,20952718.14,13735768.41,,,,,,,,,,,
(IBRD),SOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
(IBRD),ZAF,,,,,385618080.62,,462741696.74,,194351512.63,,192809040.31,192809040.31,89463394.7,,192809040.31,,,,,133533883.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64230658.44,,,,,21818589.31,,,,,,,,3714765817.7,
(IBRD),"South Asia, regional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15555336.7
(IBRD),ESP,,,,,,,,,,,,,,,,,235654294.86,453788231.13,272461579.34,,338601957.21,,159777977.64,72898557.83,588780604.98,255696077.6,230110491.69,,120056216.87,,58318583.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(IBRD),LKA,,,,,,,,147306106.79,,,,57071475.93,,,115685424.18,,,,,,27088156.58,31755549.15,185342454.05,88085757.38,,,,,,,,,,,,105367985.6,,30752317.58,155914159.8,,,,,,,,,,,,,,,,,,,,,,,,,,
(IBRD),KNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2208492.63,,,,,,,12078261.74,,,,13672982.63,5154313.86,,,,,,,,
(IBRD),LCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3807747.56,,,,,7391622.57,,,4319754.79,2095271.81,,1966982.18,11476577.97,,8027604.44,4365467.85,,,,,3962416.87,
(IBRD),Sts Ex-Yugo. Unspec.,,,20823376.35,,215946125.14,,231370848.37,,,,,,,,231370848.37,222497294.8,499872746.68,488695018.15,,,138826802.45,427727804.91,191733573.16,598375662.19,630631611.96,383544116.39,482771811.57,1059782561.54,760356040.16,538658366.77,942817105.76,1385682063.95,721113439.77,749653845.58,807901726.63,334611214.22,2182569052.23,101660553.99,861299995.66,251795931.89,284640819.23,201044186.65,384359382.69,1053984523.76,441698525.77,,,,,,,,,,,,,,,,,,,,
(IBRD),VCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2380987.33,,,,,,,,,,,,,5760107.58,,7678578.16,,,,,,,
(IBRD),SDN,,,,,,,,,,,,300782102.88,,119541604.99,150391051.44,,,,211157723.99,,,187941005.18,,,,,,,,70412858.4,38879055.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(IBRD),SWZ,,,,,,,,,,,,,,,,,29992364.8,,,,18961709.6,,,,,,,14460970.63,25466470.24,,42118977.23,31107148.37,,23587239.38,24334389.36,,,14232477.56,21626802.81,,,,,,,,,39764250.65,,,,,,,,,,,,,,,,,35096728.43
(IBRD),SYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,363590118.58,293228214.54,283411755.06,226794492.79,336522786.96,76173954.91,,37961647.4,54287955.11,,76245415.49,18860583.85,145067615.08,,,,,,,,,,,,,,,,,,,,,,,,,
(IBRD),TWN,,,,,,,,,,,,,,,,,55700106.06,104720361.03,136230789.67,,314222616.29,437448891.39,199402916.09,434353907.06,401311025.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(IBRD),TZA,,,,,,,,,,,,,,,,,,,681153.95,,35891807.46,,45376945.65,183461370.53,,511392.16,460220.98,268560883.04,109142015.34,183073431.84,123117010.37,70698064.49,167582700.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
